id,verb,noun,action
1192,1,173,put coriander
1193,1,174,put opener:bottle
1194,1,175,put cake
1195,1,176,put avocado
1196,1,177,put lentil
1197,1,178,put blueberry
1198,1,18,put board:chopping
1199,1,180,put cellar:salt
1200,1,181,put hummus
1201,1,182,put chair
1202,1,183,put juice
1203,1,184,put pancake
1204,1,185,put bean:green
1205,1,186,put toaster
1206,1,187,put apple
1207,1,188,put chocolate
1208,1,19,put bag
1209,1,192,put wine
1210,1,193,put pea
1211,1,195,put yeast
1212,1,196,put coconut
1213,1,197,put fishcakes
1214,1,198,put spinach
1215,1,199,put apron
1216,1,2,put plate
1217,1,20,put spatula
1218,1,200,put raisin
1219,1,201,put basil
1220,1,202,put grape
1221,1,203,put kale
1222,1,206,put paprika
1223,1,207,put mango
1224,1,208,put caper
1225,1,209,put drink
1226,1,21,put container
1227,1,211,put turmeric
1228,1,212,put whetstone
1229,1,213,put kiwi
1230,1,214,put bean
1231,1,215,put thyme
1232,1,216,put finger:lady
1233,1,217,put beef
1234,1,218,put whisk
1235,1,219,put blackberry
1236,1,22,put liquid:washing
1237,1,220,put slicer
1238,1,221,put control:remote
1239,1,222,put label
1240,1,223,put celery
1241,1,224,put cabbage
1242,1,225,put hoover
1243,1,226,put breadstick
1244,1,227,put roll
1245,1,228,put cocktail
1246,1,229,put crisp
1247,1,23,put box
1248,1,230,put ladder
1249,1,231,put beer
1250,1,232,put pan:dust
1251,1,233,put battery
1252,1,234,put powder:washing
1253,1,235,put backpack
1254,1,236,put cumin
1255,1,237,put cutter:pizza
1256,1,239,put pear
1257,1,24,put hob
1258,1,240,put quorn
1259,1,241,put funnel
1260,1,244,put almond
1261,1,246,put scotch:egg
1262,1,247,put shelf
1263,1,248,put straw
1264,1,249,put stand
1265,1,25,put dough
1266,1,250,put machine:sous:vide
1267,1,251,put masher
1268,1,252,put guard:hand
1269,1,254,put fruit
1270,1,256,put cork
1271,1,258,put sprout
1272,1,259,put mat:sushi
1273,1,26,put package
1274,1,261,put ring:onion
1275,1,262,put pestle
1276,1,264,put gin
1277,1,265,put bar
1278,1,266,put mint
1279,1,267,put heater
1280,1,269,put rubber
1281,1,27,put water
1282,1,272,put watch
1283,1,273,put melon
1284,1,276,put dumpling
1285,1,277,put rosemary
1286,1,279,put syrup
1287,1,28,put meat
1288,1,280,put candle
1289,1,281,put pineapple
1290,1,282,put sheets
1291,1,283,put soda
1292,1,287,put turkey
1293,1,29,put pot
1294,1,291,put pen
1295,1,293,put plum
1296,1,3,put cupboard
1297,1,30,put potato
1298,1,31,put oil
1299,1,32,put cheese
1300,1,33,put bread
1301,1,34,put food
1302,1,35,put tray
1303,1,36,put bin
1304,1,37,put pepper
1305,1,38,put salt
1306,1,39,put colander
1307,1,4,put knife
1308,1,40,put jar
1309,1,41,put carrot
1310,1,42,put top
1311,1,43,put tomato
1312,1,44,put kettle
1313,1,45,put pasta
1314,1,46,put oven
1315,1,47,put sauce
1316,1,48,put skin
1317,1,49,put paper
1318,1,5,put pan
1319,1,50,put maker:coffee
1320,1,51,put garlic
1321,1,52,put towel
1322,1,53,put egg
1323,1,54,put rubbish
1324,1,55,put rice
1325,1,56,put mushroom
1326,1,57,put chicken
1327,1,58,put cutlery
1328,1,59,put coffee
1329,1,6,put lid
1330,1,60,put glove
1331,1,61,put can
1332,1,62,put leaf
1333,1,63,put sink
1334,1,64,put milk
1335,1,66,put jug
1336,1,67,put aubergine
1337,1,68,put salad
1338,1,69,put chilli
1339,1,7,put bowl
1340,1,70,put dishwasher
1341,1,71,put mixture
1342,1,72,put cucumber
1343,1,73,put clothes
1344,1,74,put peach
1345,1,75,put flour
1346,1,76,put courgette
1347,1,77,put filter
1348,1,78,put butter
1349,1,79,put scissors
1350,1,8,put drawer
1351,1,80,put chopstick
1352,1,81,put tofu
1353,1,82,put blender
1354,1,83,put olive
1355,1,84,put mat
1356,1,85,put spice
1357,1,86,put sausage
1358,1,87,put peeler:potato
1359,1,88,put napkin
1360,1,89,put cover
1361,1,9,put sponge
1362,1,91,put pizza
1363,1,93,put towel:kitchen
1364,1,94,put vegetable
1365,1,95,put stock
1366,1,96,put grater
1367,1,97,put ladle
1368,1,98,put yoghurt
1369,1,99,put cereal
1370,20,1,empty spoon
1371,20,10,empty glass
1372,20,110,empty rack:drying
1373,20,112,empty salmon
1374,20,125,empty corn
1375,20,13,empty cup
1376,20,132,empty tea
1377,20,133,empty nut
1378,20,135,empty holder
1379,20,15,empty bottle
1380,20,150,empty liquid
1381,20,152,empty cooker:slow
1382,20,153,empty plug
1383,20,158,empty teapot
1384,20,19,empty bag
1385,20,2,empty plate
1386,20,200,empty raisin
1387,20,21,empty container
1388,20,23,empty box
1389,20,232,empty pan:dust
1390,20,25,empty dough
1391,20,26,empty package
1392,20,27,empty water
1393,20,29,empty pot
1394,20,31,empty oil
1395,20,32,empty cheese
1396,20,34,empty food
1397,20,38,empty salt
1398,20,39,empty colander
1399,20,40,empty jar
1400,20,44,empty kettle
1401,20,5,empty pan
1402,20,50,empty maker:coffee
1403,20,53,empty egg
1404,20,55,empty rice
1405,20,56,empty mushroom
1406,20,57,empty chicken
1407,20,59,empty coffee
1408,20,61,empty can
1409,20,63,empty sink
1410,20,64,empty milk
1411,20,66,empty jug
1412,20,7,empty bowl
1413,20,70,empty dishwasher
1414,20,75,empty flour
1415,20,76,empty courgette
1416,20,77,empty filter
1417,20,81,empty tofu
1418,20,85,empty spice
1419,20,89,empty cover
1420,20,94,empty vegetable
1421,21,10,press glass
1422,21,101,press broccoli
1423,21,104,press biscuit
1424,21,107,press wrap
1425,21,110,press rack:drying
1426,21,111,press alarm
1427,21,112,press salmon
1428,21,117,press leek
1429,21,121,press curry
1430,21,127,press oatmeal
1431,21,148,press paste
1432,21,15,press bottle
1433,21,16,press onion
1434,21,162,press omelette
1435,21,164,press sandwich
1436,21,167,press orange
1437,21,169,press parsley
1438,21,173,press coriander
1439,21,175,press cake
1440,21,186,press toaster
1441,21,19,press bag
1442,21,20,press spatula
1443,21,203,press kale
1444,21,21,press container
1445,21,233,press battery
1446,21,238,press air
1447,21,25,press dough
1448,21,26,press package
1449,21,28,press meat
1450,21,29,press pot
1451,21,3,press cupboard
1452,21,33,press bread
1453,21,34,press food
1454,21,35,press tray
1455,21,36,press bin
1456,21,37,press pepper
1457,21,41,press carrot
1458,21,45,press pasta
1459,21,46,press oven
1460,21,50,press maker:coffee
1461,21,51,press garlic
1462,21,54,press rubbish
1463,21,55,press rice
1464,21,57,press chicken
1465,21,6,press lid
1466,21,66,press jug
1467,21,7,press bowl
1468,21,70,press dishwasher
1469,21,71,press mixture
1470,21,8,press drawer
1471,21,80,press chopstick
1472,21,81,press tofu
1473,21,92,press button
1474,21,93,press towel:kitchen
1475,22,107,flip wrap
1476,22,108,flip scale
1477,22,119,flip fish
1478,22,12,flip fridge
1479,22,125,flip corn
1480,22,127,flip oatmeal
1481,22,139,flip burger
1482,22,140,flip book
1483,22,142,flip tongs
1484,22,144,flip pork
1485,22,149,flip recipe
1486,22,152,flip cooker:slow
1487,22,162,flip omelette
1488,22,18,flip board:chopping
1489,22,184,flip pancake
1490,22,2,flip plate
1491,22,25,flip dough
1492,22,26,flip package
1493,22,28,flip meat
1494,22,30,flip potato
1495,22,32,flip cheese
1496,22,33,flip bread
1497,22,34,flip food
1498,22,35,flip tray
1499,22,39,flip colander
1500,22,41,flip carrot
1501,22,5,flip pan
1502,22,50,flip maker:coffee
1503,22,57,flip chicken
1504,22,6,flip lid
1505,22,60,flip glove
1506,22,67,flip aubergine
1507,22,7,flip bowl
1508,22,72,flip cucumber
1509,22,81,flip tofu
1510,22,86,flip sausage
1511,22,89,flip cover
1512,22,91,flip pizza
1513,23,0,turn tap
1514,23,1,turn spoon
1515,23,10,turn glass
1516,23,119,turn fish
1517,23,125,turn corn
1518,23,13,turn cup
1519,23,136,turn pin:rolling
1520,23,142,turn tongs
1521,23,15,turn bottle
1522,23,152,turn cooker:slow
1523,23,16,turn onion
1524,23,162,turn omelette
1525,23,166,turn thermometer
1526,23,17,turn cloth
1527,23,175,turn cake
1528,23,18,turn board:chopping
1529,23,190,turn knob
1530,23,191,turn handle
1531,23,2,turn plate
1532,23,21,turn container
1533,23,24,turn hob
1534,23,240,turn quorn
1535,23,245,turn tv
1536,23,25,turn dough
1537,23,26,turn package
1538,23,261,turn ring:onion
1539,23,27,turn water
1540,23,28,turn meat
1541,23,30,turn potato
1542,23,32,turn cheese
1543,23,33,turn bread
1544,23,35,turn tray
1545,23,37,turn pepper
1546,23,4,turn knife
1547,23,40,turn jar
1548,23,44,turn kettle
1549,23,45,turn pasta
1550,23,49,turn paper
1551,23,5,turn pan
1552,23,50,turn maker:coffee
1553,23,57,turn chicken
1554,23,6,turn lid
1555,23,61,turn can
1556,23,65,turn heat
1557,23,66,turn jug
1558,23,7,turn bowl
1559,23,72,turn cucumber
1560,23,77,turn filter
1561,23,78,turn butter
1562,23,80,turn chopstick
1563,23,81,turn tofu
1564,23,82,turn blender
1565,23,84,turn mat
1566,23,86,turn sausage
1567,23,91,turn pizza
1568,23,92,turn button
1569,24,0,check tap
1570,24,10,check glass
1571,24,106,check juicer
1572,24,107,check wrap
1573,24,11,check hand
1574,24,111,check alarm
1575,24,119,check fish
1576,24,12,check fridge
1577,24,121,check curry
1578,24,124,check machine:washing
1579,24,13,check cup
1580,24,131,check ginger
1581,24,133,check nut
1582,24,137,check pie
1583,24,139,check burger
1584,24,140,check book
1585,24,144,check pork
1586,24,149,check recipe
1587,24,15,check bottle
1588,24,152,check cooker:slow
1589,24,153,check plug
1590,24,158,check teapot
1591,24,16,check onion
1592,24,160,check tuna
1593,24,165,check phone
1594,24,178,check blueberry
1595,24,18,check board:chopping
1596,24,19,check bag
1597,24,190,check knob
1598,24,2,check plate
1599,24,201,check basil
1600,24,206,check paprika
1601,24,207,check mango
1602,24,213,check kiwi
1603,24,228,check cocktail
1604,24,23,check box
1605,24,24,check hob
1606,24,25,check dough
1607,24,257,check cherry
1608,24,258,check sprout
1609,24,26,check package
1610,24,27,check water
1611,24,272,check watch
1612,24,28,check meat
1613,24,29,check pot
1614,24,3,check cupboard
1615,24,30,check potato
1616,24,31,check oil
1617,24,33,check bread
1618,24,34,check food
1619,24,4,check knife
1620,24,40,check jar
1621,24,42,check top
1622,24,44,check kettle
1623,24,46,check oven
1624,24,47,check sauce
1625,24,49,check paper
1626,24,5,check pan
1627,24,50,check maker:coffee
1628,24,52,check towel
1629,24,53,check egg
1630,24,55,check rice
1631,24,56,check mushroom
1632,24,57,check chicken
1633,24,59,check coffee
1634,24,6,check lid
1635,24,62,check leaf
1636,24,63,check sink
1637,24,64,check milk
1638,24,65,check heat
1639,24,66,check jug
1640,24,67,check aubergine
1641,24,7,check bowl
1642,24,70,check dishwasher
1643,24,71,check mixture
1644,24,72,check cucumber
1645,24,73,check clothes
1646,24,75,check flour
1647,24,78,check butter
1648,24,8,check drawer
1649,24,89,check cover
1650,24,90,check microwave
1651,24,91,check pizza
1652,25,1,scrape spoon
1653,25,101,scrape broccoli
1654,25,105,scrape lemon
1655,25,112,scrape salmon
1656,25,115,scrape spreads
1657,25,119,scrape fish
1658,25,126,scrape soup
1659,25,13,scrape cup
1660,25,143,scrape cream
1661,25,144,scrape pork
1662,25,150,scrape liquid
1663,25,16,scrape onion
1664,25,160,scrape tuna
1665,25,18,scrape board:chopping
1666,25,181,scrape hummus
1667,25,193,scrape pea
1668,25,20,scrape spatula
1669,25,25,scrape dough
1670,25,262,scrape pestle
1671,25,28,scrape meat
1672,25,29,scrape pot
1673,25,32,scrape cheese
1674,25,34,scrape food
1675,25,37,scrape pepper
1676,25,39,scrape colander
1677,25,4,scrape knife
1678,25,41,scrape carrot
1679,25,43,scrape tomato
1680,25,47,scrape sauce
1681,25,48,scrape skin
1682,25,5,scrape pan
1683,25,51,scrape garlic
1684,25,53,scrape egg
1685,25,54,scrape rubbish
1686,25,55,scrape rice
1687,25,56,scrape mushroom
1688,25,57,scrape chicken
1689,25,59,scrape coffee
1690,25,62,scrape leaf
1691,25,63,scrape sink
1692,25,64,scrape milk
1693,25,68,scrape salad
1694,25,69,scrape chilli
1695,25,7,scrape bowl
1696,25,71,scrape mixture
1697,25,75,scrape flour
1698,25,78,scrape butter
1699,25,81,scrape tofu
1700,25,85,scrape spice
1701,25,86,scrape sausage
1702,25,9,scrape sponge
1703,25,94,scrape vegetable
1704,25,95,scrape stock
1705,26,1,fill spoon
1706,26,10,fill glass
1707,26,107,fill wrap
1708,26,116,fill squash
1709,26,13,fill cup
1710,26,15,fill bottle
1711,26,150,fill liquid
1712,26,164,fill sandwich
1713,26,21,fill container
1714,26,227,fill roll
1715,26,23,fill box
1716,26,27,fill water
1717,26,29,fill pot
1718,26,33,fill bread
1719,26,35,fill tray
1720,26,36,fill bin
1721,26,40,fill jar
1722,26,44,fill kettle
1723,26,5,fill pan
1724,26,50,fill maker:coffee
1725,26,61,fill can
1726,26,66,fill jug
1727,26,7,fill bowl
1728,27,115,apply spreads
1729,27,123,apply foil
1730,27,133,apply nut
1731,27,140,apply book
1732,27,143,apply cream
1733,27,150,apply liquid
1734,27,16,apply onion
1735,27,17,apply cloth
1736,27,181,apply hummus
1737,27,2,apply plate
1738,27,201,apply basil
1739,27,22,apply liquid:washing
1740,27,25,apply dough
1741,27,27,apply water
1742,27,28,apply meat
1743,27,30,apply potato
1744,27,31,apply oil
1745,27,32,apply cheese
1746,27,33,apply bread
1747,27,38,apply salt
1748,27,43,apply tomato
1749,27,47,apply sauce
1750,27,51,apply garlic
1751,27,53,apply egg
1752,27,54,apply rubbish
1753,27,62,apply leaf
1754,27,7,apply bowl
1755,27,71,apply mixture
1756,27,73,apply clothes
1757,27,75,apply flour
1758,27,78,apply butter
1759,27,81,apply tofu
1760,27,83,apply olive
1761,27,85,apply spice
1762,27,94,apply vegetable
1763,28,100,fold wrap:plastic
1764,28,107,fold wrap
1765,28,123,fold foil
1766,28,140,fold book
1767,28,156,fold salami
1768,28,17,fold cloth
1769,28,18,fold board:chopping
1770,28,19,fold bag
1771,28,195,fold yeast
1772,28,23,fold box
1773,28,25,fold dough
1774,28,26,fold package
1775,28,265,fold bar
1776,28,32,fold cheese
1777,28,33,fold bread
1778,28,49,fold paper
1779,28,52,fold towel
1780,28,77,fold filter
1781,28,84,fold mat
1782,28,88,fold napkin
1783,28,93,fold towel:kitchen
1784,29,1,scrub spoon
1785,29,10,scrub glass
1786,29,106,scrub juicer
1787,29,109,scrub rest
1788,29,13,scrub cup
1789,29,14,scrub fork
1790,29,158,scrub teapot
1791,29,170,scrub spinner:salad
1792,29,18,scrub board:chopping
1793,29,2,scrub plate
1794,29,20,scrub spatula
1795,29,21,scrub container
1796,29,220,scrub slicer
1797,29,23,scrub box
1798,29,252,scrub guard:hand
1799,29,29,scrub pot
1800,29,35,scrub tray
1801,29,39,scrub colander
1802,29,4,scrub knife
1803,29,42,scrub top
1804,29,5,scrub pan
1805,29,50,scrub maker:coffee
1806,29,58,scrub cutlery
1807,29,6,scrub lid
1808,29,61,scrub can
1809,29,63,scrub sink
1810,29,66,scrub jug
1811,29,7,scrub bowl
1812,29,79,scrub scissors
1813,29,96,scrub grater
1814,2,0,wash tap
1815,2,1,wash spoon
1816,2,10,wash glass
1817,2,101,wash broccoli
1818,2,103,wash brush
1819,2,106,wash juicer
1820,2,109,wash rest
1821,2,11,wash hand
1822,2,110,wash rack:drying
1823,2,117,wash leek
1824,2,118,wash cap
1825,2,119,wash fish
1826,2,12,wash fridge
1827,2,120,wash lettuce
1828,2,122,wash seed
1829,2,125,wash corn
1830,2,128,wash onion:spring
1831,2,129,wash clip
1832,2,13,wash cup
1833,2,131,wash ginger
1834,2,133,wash nut
1835,2,135,wash holder
1836,2,136,wash pin:rolling
1837,2,14,wash fork
1838,2,142,wash tongs
1839,2,145,wash oregano
1840,2,147,wash processor:food
1841,2,149,wash recipe
1842,2,15,wash bottle
1843,2,150,wash liquid
1844,2,151,wash choi:pak
1845,2,153,wash plug
1846,2,154,wash utensil
1847,2,157,wash kitchen
1848,2,158,wash teapot
1849,2,159,wash floor
1850,2,16,wash onion
1851,2,161,wash lime
1852,2,166,wash thermometer
1853,2,168,wash basket
1854,2,169,wash parsley
1855,2,17,wash cloth
1856,2,170,wash spinner:salad
1857,2,172,wash presser
1858,2,173,wash coriander
1859,2,174,wash opener:bottle
1860,2,177,wash lentil
1861,2,178,wash blueberry
1862,2,18,wash board:chopping
1863,2,185,wash bean:green
1864,2,187,wash apple
1865,2,19,wash bag
1866,2,191,wash handle
1867,2,198,wash spinach
1868,2,2,wash plate
1869,2,20,wash spatula
1870,2,202,wash grape
1871,2,205,wash asparagus
1872,2,207,wash mango
1873,2,208,wash caper
1874,2,21,wash container
1875,2,212,wash whetstone
1876,2,216,wash finger:lady
1877,2,218,wash whisk
1878,2,219,wash blackberry
1879,2,22,wash liquid:washing
1880,2,220,wash slicer
1881,2,223,wash celery
1882,2,224,wash cabbage
1883,2,228,wash cocktail
1884,2,23,wash box
1885,2,237,wash cutter:pizza
1886,2,239,wash pear
1887,2,24,wash hob
1888,2,241,wash funnel
1889,2,242,wash wall
1890,2,243,wash strawberry
1891,2,247,wash shelf
1892,2,248,wash straw
1893,2,249,wash stand
1894,2,25,wash dough
1895,2,251,wash masher
1896,2,252,wash guard:hand
1897,2,253,wash shrimp
1898,2,254,wash fruit
1899,2,256,wash cork
1900,2,26,wash package
1901,2,262,wash pestle
1902,2,27,wash water
1903,2,28,wash meat
1904,2,284,wash raspberry
1905,2,29,wash pot
1906,2,3,wash cupboard
1907,2,30,wash potato
1908,2,31,wash oil
1909,2,33,wash bread
1910,2,34,wash food
1911,2,35,wash tray
1912,2,36,wash bin
1913,2,37,wash pepper
1914,2,39,wash colander
1915,2,4,wash knife
1916,2,40,wash jar
1917,2,41,wash carrot
1918,2,42,wash top
1919,2,43,wash tomato
1920,2,44,wash kettle
1921,2,46,wash oven
1922,2,47,wash sauce
1923,2,49,wash paper
1924,2,5,wash pan
1925,2,50,wash maker:coffee
1926,2,51,wash garlic
1927,2,52,wash towel
1928,2,53,wash egg
1929,2,54,wash rubbish
1930,2,55,wash rice
1931,2,56,wash mushroom
1932,2,57,wash chicken
1933,2,58,wash cutlery
1934,2,59,wash coffee
1935,2,6,wash lid
1936,2,60,wash glove
1937,2,61,wash can
1938,2,62,wash leaf
1939,2,63,wash sink
1940,2,64,wash milk
1941,2,66,wash jug
1942,2,67,wash aubergine
1943,2,68,wash salad
1944,2,69,wash chilli
1945,2,7,wash bowl
1946,2,71,wash mixture
1947,2,72,wash cucumber
1948,2,73,wash clothes
1949,2,74,wash peach
1950,2,75,wash flour
1951,2,76,wash courgette
1952,2,77,wash filter
1953,2,78,wash butter
1954,2,79,wash scissors
1955,2,80,wash chopstick
1956,2,81,wash tofu
1957,2,82,wash blender
1958,2,84,wash mat
1959,2,87,wash peeler:potato
1960,2,88,wash napkin
1961,2,89,wash cover
1962,2,9,wash sponge
1963,2,90,wash microwave
1964,2,93,wash towel:kitchen
1965,2,94,wash vegetable
1966,2,96,wash grater
1967,2,97,wash ladle
1968,30,101,break broccoli
1969,30,104,break biscuit
1970,30,112,break salmon
1971,30,119,break fish
1972,30,131,break ginger
1973,30,16,break onion
1974,30,173,break coriander
1975,30,185,break bean:green
1976,30,188,break chocolate
1977,30,189,break ice
1978,30,28,break meat
1979,30,32,break cheese
1980,30,45,break pasta
1981,30,51,break garlic
1982,30,52,break towel
1983,30,53,break egg
1984,30,55,break rice
1985,30,57,break chicken
1986,30,62,break leaf
1987,30,78,break butter
1988,30,93,break towel:kitchen
1989,30,95,break stock
1990,31,1,pull spoon
1991,31,100,pull wrap:plastic
1992,31,101,pull broccoli
1993,31,110,pull rack:drying
1994,31,123,pull foil
1995,31,13,pull cup
1996,31,141,pull shell:egg
1997,31,153,pull plug
1998,31,160,pull tuna
1999,31,17,pull cloth
2000,31,182,pull chair
2001,31,19,pull bag
2002,31,20,pull spatula
2003,31,204,pull wire
2004,31,21,pull container
2005,31,217,pull beef
2006,31,222,pull label
2007,31,23,pull box
2008,31,233,pull battery
2009,31,249,pull stand
2010,31,25,pull dough
2011,31,26,pull package
2012,31,29,pull pot
2013,31,33,pull bread
2014,31,35,pull tray
2015,31,36,pull bin
2016,31,41,pull carrot
2017,31,43,pull tomato
2018,31,46,pull oven
2019,31,49,pull paper
2020,31,5,pull pan
2021,31,50,pull maker:coffee
2022,31,51,pull garlic
2023,31,52,pull towel
2024,31,59,pull coffee
2025,31,6,pull lid
2026,31,60,pull glove
2027,31,66,pull jug
2028,31,7,pull bowl
2029,31,70,pull dishwasher
2030,31,71,pull mixture
2031,31,72,pull cucumber
2032,31,73,pull clothes
2033,31,79,pull scissors
2034,31,8,pull drawer
2035,31,86,pull sausage
2036,31,87,pull peeler:potato
2037,31,90,pull microwave
2038,31,93,pull towel:kitchen
2039,32,1,pat spoon
2040,32,10,pat glass
2041,32,103,pat brush
2042,32,11,pat hand
2043,32,119,pat fish
2044,32,12,pat fridge
2045,32,135,pat holder
2046,32,139,pat burger
2047,32,14,pat fork
2048,32,144,pat pork
2049,32,15,pat bottle
2050,32,155,pat noodle
2051,32,162,pat omelette
2052,32,20,pat spatula
2053,32,25,pat dough
2054,32,27,pat water
2055,32,28,pat meat
2056,32,32,pat cheese
2057,32,33,pat bread
2058,32,34,pat food
2059,32,35,pat tray
2060,32,39,pat colander
2061,32,4,pat knife
2062,32,51,pat garlic
2063,32,53,pat egg
2064,32,55,pat rice
2065,32,6,pat lid
2066,32,81,pat tofu
2067,32,88,pat napkin
2068,32,9,pat sponge
2069,32,96,pat grater
2070,32,97,pat ladle
2071,33,1,lift spoon
2072,33,110,lift rack:drying
2073,33,123,lift foil
2074,33,135,lift holder
2075,33,136,lift pin:rolling
2076,33,149,lift recipe
2077,33,15,lift bottle
2078,33,162,lift omelette
2079,33,166,lift thermometer
2080,33,175,lift cake
2081,33,19,lift bag
2082,33,191,lift handle
2083,33,2,lift plate
2084,33,20,lift spatula
2085,33,23,lift box
2086,33,24,lift hob
2087,33,25,lift dough
2088,33,32,lift cheese
2089,33,33,lift bread
2090,33,35,lift tray
2091,33,36,lift bin
2092,33,40,lift jar
2093,33,5,lift pan
2094,33,50,lift maker:coffee
2095,33,52,lift towel
2096,33,6,lift lid
2097,33,7,lift bowl
2098,33,70,lift dishwasher
2099,33,71,lift mixture
2100,33,80,lift chopstick
2101,33,81,lift tofu
2102,33,82,lift blender
2103,33,89,lift cover
2104,34,0,hold tap
2105,34,1,hold spoon
2106,34,10,hold glass
2107,34,106,hold juicer
2108,34,107,hold wrap
2109,34,11,hold hand
2110,34,118,hold cap
2111,34,13,hold cup
2112,34,144,hold pork
2113,34,15,hold bottle
2114,34,171,hold tablet
2115,34,172,hold presser
2116,34,19,hold bag
2117,34,191,hold handle
2118,34,2,hold plate
2119,34,23,hold box
2120,34,25,hold dough
2121,34,26,hold package
2122,34,28,hold meat
2123,34,31,hold oil
2124,34,32,hold cheese
2125,34,33,hold bread
2126,34,35,hold tray
2127,34,39,hold colander
2128,34,4,hold knife
2129,34,40,hold jar
2130,34,41,hold carrot
2131,34,43,hold tomato
2132,34,44,hold kettle
2133,34,46,hold oven
2134,34,49,hold paper
2135,34,5,hold pan
2136,34,52,hold towel
2137,34,53,hold egg
2138,34,57,hold chicken
2139,34,6,hold lid
2140,34,60,hold glove
2141,34,63,hold sink
2142,34,66,hold jug
2143,34,7,hold bowl
2144,34,72,hold cucumber
2145,34,78,hold butter
2146,34,81,hold tofu
2147,34,82,hold blender
2148,35,1,eat spoon
2149,35,101,eat broccoli
2150,35,104,eat biscuit
2151,35,107,eat wrap
2152,35,11,eat hand
2153,35,116,eat squash
2154,35,121,eat curry
2155,35,125,eat corn
2156,35,126,eat soup
2157,35,133,eat nut
2158,35,143,eat cream
2159,35,144,eat pork
2160,35,150,eat liquid
2161,35,160,eat tuna
2162,35,171,eat tablet
2163,35,185,eat bean:green
2164,35,187,eat apple
2165,35,188,eat chocolate
2166,35,193,eat pea
2167,35,227,eat roll
2168,35,246,eat scotch:egg
2169,35,257,eat cherry
2170,35,28,eat meat
2171,35,30,eat potato
2172,35,32,eat cheese
2173,35,33,eat bread
2174,35,34,eat food
2175,35,37,eat pepper
2176,35,41,eat carrot
2177,35,45,eat pasta
2178,35,54,eat rubbish
2179,35,55,eat rice
2180,35,56,eat mushroom
2181,35,68,eat salad
2182,35,71,eat mixture
2183,35,72,eat cucumber
2184,35,76,eat courgette
2185,35,81,eat tofu
2186,35,83,eat olive
2187,35,86,eat sausage
2188,36,10,wrap glass
2189,36,100,wrap wrap:plastic
2190,36,11,wrap hand
2191,36,116,wrap squash
2192,36,121,wrap curry
2193,36,123,wrap foil
2194,36,129,wrap clip
2195,36,14,wrap fork
2196,36,147,wrap processor:food
2197,36,16,wrap onion
2198,36,161,wrap lime
2199,36,162,wrap omelette
2200,36,164,wrap sandwich
2201,36,175,wrap cake
2202,36,186,wrap toaster
2203,36,19,wrap bag
2204,36,199,wrap apron
2205,36,2,wrap plate
2206,36,200,wrap raisin
2207,36,204,wrap wire
2208,36,21,wrap container
2209,36,23,wrap box
2210,36,25,wrap dough
2211,36,26,wrap package
2212,36,28,wrap meat
2213,36,29,wrap pot
2214,36,32,wrap cheese
2215,36,33,wrap bread
2216,36,34,wrap food
2217,36,35,wrap tray
2218,36,38,wrap salt
2219,36,39,wrap colander
2220,36,4,wrap knife
2221,36,42,wrap top
2222,36,45,wrap pasta
2223,36,47,wrap sauce
2224,36,5,wrap pan
2225,36,50,wrap maker:coffee
2226,36,52,wrap towel
2227,36,57,wrap chicken
2228,36,59,wrap coffee
2229,36,6,wrap lid
2230,36,61,wrap can
2231,36,64,wrap milk
2232,36,68,wrap salad
2233,36,7,wrap bowl
2234,36,73,wrap clothes
2235,36,75,wrap flour
2236,36,78,wrap butter
2237,36,82,wrap blender
2238,36,86,wrap sausage
2239,36,98,wrap yoghurt
2240,37,10,filter glass
2241,37,101,filter broccoli
2242,37,110,filter rack:drying
2243,37,116,filter squash
2244,37,125,filter corn
2245,37,13,filter cup
2246,37,150,filter liquid
2247,37,151,filter choi:pak
2248,37,169,filter parsley
2249,37,173,filter coriander
2250,37,178,filter blueberry
2251,37,18,filter board:chopping
2252,37,2,filter plate
2253,37,21,filter container
2254,37,26,filter package
2255,37,27,filter water
2256,37,29,filter pot
2257,37,30,filter potato
2258,37,31,filter oil
2259,37,32,filter cheese
2260,37,35,filter tray
2261,37,39,filter colander
2262,37,43,filter tomato
2263,37,45,filter pasta
2264,37,47,filter sauce
2265,37,5,filter pan
2266,37,50,filter maker:coffee
2267,37,55,filter rice
2268,37,56,filter mushroom
2269,37,6,filter lid
2270,37,61,filter can
2271,37,63,filter sink
2272,37,68,filter salad
2273,37,7,filter bowl
2274,37,81,filter tofu
2275,37,94,filter vegetable
2276,37,96,filter grater
2277,38,1,look spoon
2278,38,11,look hand
2279,38,111,look alarm
2280,38,12,look fridge
2281,38,13,look cup
2282,38,139,look burger
2283,38,140,look book
2284,38,144,look pork
2285,38,149,look recipe
2286,38,15,look bottle
2287,38,157,look kitchen
2288,38,159,look floor
2289,38,165,look phone
2290,38,166,look thermometer
2291,38,19,look bag
2292,38,222,look label
2293,38,224,look cabbage
2294,38,23,look box
2295,38,234,look powder:washing
2296,38,24,look hob
2297,38,25,look dough
2298,38,26,look package
2299,38,27,look water
2300,38,28,look meat
2301,38,3,look cupboard
2302,38,33,look bread
2303,38,37,look pepper
2304,38,41,look carrot
2305,38,42,look top
2306,38,44,look kettle
2307,38,46,look oven
2308,38,47,look sauce
2309,38,49,look paper
2310,38,5,look pan
2311,38,61,look can
2312,38,65,look heat
